word,count,str_sandhi_rachana
पाकिस्तानमध्ये,1,प + ा + क + ि + स् + त + ा + न् + अ + म् + अ + ध् + य + े
पाकिस्तानल,1,प + ा + क + ि + स् + त + ा + न् + अ + ल् + अ
पाकिस्तानला,26,प + ा + क + ि + स् + त + ा + न् + अ + ल + ा
पाकिस्तानवर,3,प + ा + क + ि + स् + त + ा + न् + अ + व् + अ + र् + अ
पाकिस्तानविरुद्ध,1,प + ा + क + ि + स् + त + ा + न् + अ + व + ि + र + ु + द् + ध् + अ
पाकिस्तानसंदर्भातील,2,प + ा + क + ि + स् + त + ा + न् + अ + स + ं + द् + अ + र् + भ + ा + त + ी + ल् + अ
पाकिस्तानसाठी,1,प + ा + क + ि + स् + त + ा + न् + अ + स + ा + ठ + ी
पाकिस्तानसोबत,2,प + ा + क + ि + स् + त + ा + न् + अ + स + ो + ब् + अ + त् + अ
पाकिस्तानस्थित,1,प + ा + क + ि + स् + त + ा + न् + अ + स् + थ + ि + त् + अ
पाकिस्तानही,1,प + ा + क + ि + स् + त + ा + न् + अ + ह + ी
पाकिस्तानात,9,प + ा + क + ि + स् + त + ा + न + ा + त् + अ
पाकिस्तानातच,1,प + ा + क + ि + स् + त + ा + न + ा + त् + अ + च् + अ
पाकिस्तानातली,1,प + ा + क + ि + स् + त + ा + न + ा + त् + अ + ल + ी
पाकिस्तानातील,9,प + ा + क + ि + स् + त + ा + न + ा + त + ी + ल् + अ
पाकिस्तानातून,1,प + ा + क + ि + स् + त + ा + न + ा + त + ू + न् + अ
पाकिस्तानी,20,प + ा + क + ि + स् + त + ा + न + ी
पाच,15,प + ा + च् + अ
पाचवेळा,1,प + ा + च् + अ + व + े + ळ + ा
पाचशे,1,प + ा + च् + अ + श + े
पाटकर,1,प + ा + ट् + अ + क् + अ + र् + अ
पाटणचे,1,प + ा + ट् + अ + ण् + अ + च + े
पाटणा,2,प + ा + ट् + अ + ण + ा
पाटी,1,प + ा + ट + ी
पाटीदार,1,प + ा + ट + ी + द + ा + र् + अ
पाठराखण,1,प + ा + ठ् + अ + र + ा + ख् + अ + ण् + अ
पाठवण्यात,2,प + ा + ठ् + अ + व् + अ + ण् + य + ा + त् + अ
पाठवत,2,प + ा + ठ् + अ + व् + अ + त् + अ
पाठवली,1,प + ा + ठ् + अ + व् + अ + ल + ी
पाठवले,1,प + ा + ठ् + अ + व् + अ + ल + े
पाठविण्यात,2,प + ा + ठ् + अ + व + ि + ण् + य + ा + त् + अ
पाठविल,1,प + ा + ठ् + अ + व + ि + ल् + अ
पाठविलेल्या,1,प + ा + ठ् + अ + व + ि + ल + े + ल् + य + ा
पाठिंबा,21,प + ा + ठ + ि + ं + ब + ा
पाठिशी,1,प + ा + ठ + ि + श + ी
पाठीत,4,प + ा + ठ + ी + त् + अ
पाठीशी,1,प + ा + ठ + ी + श + ी
पाड,1,प + ा + ड् + अ
पाडण्याचे,1,प + ा + ड् + अ + ण् + य + ा + च + े
पाडत,4,प + ा + ड् + अ + त् + अ
पाडली,1,प + ा + ड् + अ + ल + ी
पाण,1,प + ा + ण् + अ
पाणी,16,प + ा + ण + ी
पाणीटंचाई,1,प + ा + ण + ी + ट + ं + च + ा + ई
पाणीटंचाईत,1,प + ा + ण + ी + ट + ं + च + ा + ई + त् + अ
पाण्याखाली,1,प + ा + ण् + य + ा + ख + ा + ल + ी
पाण्याची,4,प + ा + ण् + य + ा + च + ी
पाण्याचे,2,प + ा + ण् + य + ा + च + े
पाण्यात,1,प + ा + ण् + य + ा + त् + अ
पाण्यापासून,1,प + ा + ण् + य + ा + प + ा + स + ू + न् + अ
पाण्यासाठी,2,प + ा + ण् + य + ा + स + ा + ठ + ी
पातळीवर,15,प + ा + त् + अ + ळ + ी + व् + अ + र् + अ
पातळीवरचा,1,प + ा + त् + अ + ळ + ी + व् + अ + र् + अ + च + ा
पातळीवरही,1,प + ा + त् + अ + ळ + ी + व् + अ + र् + अ + ह + ी
पातळीवरील,1,प + ा + त् + अ + ळ + ी + व् + अ + र + ी + ल् + अ
पातळ्यांवर,1,प + ा + त् + अ + ळ् + य + ा + ं + व् + अ + र् + अ
पात्र,1,प + ा + त् + र् + अ
पाने,1,प + ा + न + े
पायउतार,2,प + ा + य + उ + त + ा + र् + अ
पायघडा,2,प + ा + य् + अ + घ् + अ + ड + ा
पायदळी,1,प + ा + य् + अ + द् + अ + ळ + ी
पायबंद,1,प + ा + य् + अ + ब + ं + द् + अ
पायमल्ली,2,प + ा + य् + अ + म् + अ + ल् + ल + ी
पायलट,1,प + ा + य् + अ + ल् + अ + ट् + अ
पाया,2,प + ा + य + ा
पायाभूत,2,प + ा + य + ा + भ + ू + त् + अ
पार,7,प + ा + र् + अ
पारंपरिक,1,प + ा + र + ं + प् + अ + र + ि + क् + अ
पारख,1,प + ा + र् + अ + ख् + अ
पारदर्शक,1,प + ा + र् + अ + द् + अ + र् + श् + अ + क् + अ
पारदर्शकता,1,प + ा + र् + अ + द् + अ + र् + श् + अ + क् + अ + त + ा
पारपत्रे,1,प + ा + र् + अ + प् + अ + त् + र + े
पारसनाथसिंह,1,प + ा + र् + अ + स् + अ + न + ा + थ् + अ + स + ि + ं + ह् + अ
पारा,1,प + ा + र + ा
पारित,1,प + ा + र + ि + त् + अ
पार्कलाही,1,प + ा + र् + क् + अ + ल + ा + ह + ी
पार्कवरील,1,प + ा + र् + क् + अ + व् + अ + र + ी + ल् + अ
पार्टीच्या,6,प + ा + र् + ट + ी + च् + य + ा
पार्श्वभूमीवर,6,प + ा + र् + श् + व् + अ + भ + ू + म + ी + व् + अ + र् + अ
पालकांनी,1,प + ा + ल् + अ + क + ा + ं + न + ी
पालन,9,प + ा + ल् + अ + न् + अ
पालिकेच्या,1,प + ा + ल + ि + क + े + च् + य + ा
पाळण्यात,1,प + ा + ळ् + अ + ण् + य + ा + त् + अ
पाळले,3,प + ा + ळ् + अ + ल + े
पाळाव,1,प + ा + ळ + ा + व् + अ
पावती,1,प + ा + व् + अ + त + ी
पावल,1,प + ा + व् + अ + ल् + अ
पावले,6,प + ा + व् + अ + ल + े
पावल्याचा,1,प + ा + व् + अ + ल् + य + ा + च + ा
पावल्याची,1,प + ा + व् + अ + ल् + य + ा + च + ी
पावल्याचे,1,प + ा + व् + अ + ल् + य + ा + च + े
पाश्चत्त्यांच्या,1,प + ा + श् + च् + अ + त् + त् + य + ा + ं + च् + य + ा
पाश्र्वभूमीवर,8,प + ा + श् + र् + व् + अ + भ + ू + म + ी + व् + अ + र् + अ
पासचा,1,प + ा + स् + अ + च + ा
पासपोर्,1,प + ा + स् + अ + प + ो + र्
पासपोर्ट,1,प + ा + स् + अ + प + ो + र् + ट् + अ
पासून,2,प + ा + स + ू + न् + अ
पाहणार,1,प + ा + ह् + अ + ण + ा + र् + अ
पाहणा्या,3,प + ा + ह् + अ + ण + ा् + य + ा
पाहणीचे,1,प + ा + ह् + अ + ण + ी + च + े
पाहणीत,3,प + ा + ह् + अ + ण + ी + त् + अ
पाहणे,1,प + ा + ह् + अ + ण + े
पाहण्याची,1,प + ा + ह् + अ + ण् + य + ा + च + ी
पाहण्याचे,1,प + ा + ह् + अ + ण् + य + ा + च + े
पाहत,1,प + ा + ह् + अ + त् + अ
पाहता,2,प + ा + ह् + अ + त + ा
पाहात,2,प + ा + ह + ा + त् + अ
पाहिज,19,प + ा + ह + ि + ज् + अ
पाहिजे,8,प + ा + ह + ि + ज + े
पाहिजेत,1,प + ा + ह + ि + ज + े + त् + अ
पाहिले,2,प + ा + ह + ि + ल + े
पाहिलेली,1,प + ा + ह + ि + ल + े + ल + ी
पाहून,2,प + ा + ह + ू + न् + अ
पािठंबा,1,प + ा + ि + ठ + ं + ब + ा
पिंकी,1,प + ि + ं + क + ी
पिढांनी,2,प + ि + ढ + ा + ं + न + ी
पिढीची,1,प + ि + ढ + ी + च + ी
पिढीने,2,प + ि + ढ + ी + न + े
पिण्याचे,1,प + ि + ण् + य + ा + च + े
पिण्याच्या,3,प + ि + ण् + य + ा + च् + य + ा
पिताश्री,1,प + ि + त + ा + श् + र + ी
पिलू,1,प + ि + ल + ू
पीईडब्ल्यू,1,प + ी + ई + ड् + अ + ब् + ल् + य + ू
पीईडब्ल्यूने,1,प + ी + ई + ड् + अ + ब् + ल् + य + ू + न + े
पीएम,1,प + ी + ए + म् + अ
पीठाने,6,प + ी + ठ + ा + न + े
पीड,1,प + ी + ड् + अ
पीडीपी,2,प + ी + ड + ी + प + ी
पीडीपीचा,1,प + ी + ड + ी + प + ी + च + ा
पीडीपीचे,3,प + ी + ड + ी + प + ी + च + े
पीडीपीच्या,1,प + ी + ड + ी + प + ी + च् + य + ा
पीडीपीने,2,प + ी + ड + ी + प + ी + न + े
पीडीपीभाजप,4,प + ी + ड + ी + प + ी + भ + ा + ज् + अ + प् + अ
पीपल्स,7,प + ी + प् + अ + ल् + स् + अ
पीबीएसला,1,प + ी + ब + ी + ए + स् + अ + ल + ा
पीयूष,1,प + ी + य + ू + ष् + अ
पीवीसी,3,प + ी + व + ी + स + ी
पीसी,1,प + ी + स + ी
पुँछ,3,प + ु + ँ + छ् + अ
पुट्टिंगल,1,प + ु + ट् + ट + ि + ं + ग् + अ + ल् + अ
पुट्टिंगलदेवी,1,प + ु + ट् + ट + ि + ं + ग् + अ + ल् + अ + द + े + व + ी
पुडुचेरीमध्ये,1,प + ु + ड + ु + च + े + र + ी + म् + अ + ध् + य + े
पुढच्या,4,प + ु + ढ् + अ + च् + य + ा
पुढाका,1,प + ु + ढ + ा + क + ा
पुढाकार,1,प + ु + ढ + ा + क + ा + र् + अ
पुढाकाराचीही,1,प + ु + ढ + ा + क + ा + र + ा + च + ी + ह + ी
पुढाकाराचे,1,प + ु + ढ + ा + क + ा + र + ा + च + े
पुढाकाराने,1,प + ु + ढ + ा + क + ा + र + ा + न + े
पुढील,21,प + ु + ढ + ी + ल् + अ
पुढे,11,प + ु + ढ + े
पुण,1,प + ु + ण् + अ
पुण्यतिथी,1,प + ु + ण् + य् + अ + त + ि + थ + ी
पुतळे,3,प + ु + त् + अ + ळ + े
पुतळ्यासोबत,1,प + ु + त् + अ + ळ् + य + ा + स + ो + ब् + अ + त् + अ
पुति,1,प + ु + त + ि
पुतिन,2,प + ु + त + ि + न् + अ
पुती,1,प + ु + त + ी
पुत्र,1,प + ु + त् + र् + अ
पुत्रांचा,1,प + ु + त् + र + ा + ं + च + ा
पुनरावृत्ती,3,प + ु + न् + अ + र + ा + व + ृ + त् + त + ी
पुनरुच्चार,3,प + ु + न् + अ + र + ु + च् + च + ा + र् + अ
पुनर्जीवन,1,प + ु + न् + अ + र् + ज + ी + व् + अ + न् + अ
पुन्हा,23,प + ु + न् + ह + ा
पुरवठा,1,प + ु + र् + अ + व् + अ + ठ + ा
पुरवठात,1,प + ु + र् + अ + व् + अ + ठ + ा + त् + अ
पुरवठादार,2,प + ु + र् + अ + व् + अ + ठ + ा + द + ा + र् + अ
पुरवणा्या,1,प + ु + र् + अ + व् + अ + ण + ा् + य + ा
पुरवण्यासाठी,1,प + ु + र् + अ + व् + अ + ण् + य + ा + स + ा + ठ + ी
पुरवल,1,प + ु + र् + अ + व् + अ + ल् + अ
पुरविण्यात,1,प + ु + र् + अ + व + ि + ण् + य + ा + त् + अ
पुरस्कृत,2,प + ु + र् + अ + स् + क + ृ + त् + अ
पुरातत्त्व,3,प + ु + र + ा + त् + अ + त् + त् + व् + अ
पुरावा,3,प + ु + र + ा + व + ा
पुरावे,7,प + ु + र + ा + व + े
पुरुलिय,1,प + ु + र + ु + ल + ि + य् + अ
पुरुलिया,4,प + ु + र + ु + ल + ि + य + ा
पुरेपूर,2,प + ु + र + े + प + ू + र् + अ
पुरेशा,1,प + ु + र + े + श + ा
पुरेसा,2,प + ु + र + े + स + ा
पुरेसे,2,प + ु + र + े + स + े
पुरोगामी,1,प + ु + र + ो + ग + ा + म + ी
पुष्टर्थ,1,प + ु + ष् + ट् + अ + र् + थ् + अ
पुष्टी,1,प + ु + ष् + ट + ी
पुष्पचक्र,1,प + ु + ष् + प् + अ + च् + अ + क् + र् + अ
पुसली,1,प + ु + स् + अ + ल + ी
पुस्तक,2,प + ु + स् + त् + अ + क् + अ
पुस्तकाच्या,1,प + ु + स् + त् + अ + क + ा + च् + य + ा
पुस्तकात,1,प + ु + स् + त् + अ + क + ा + त् + अ
पूरक,2,प + ू + र् + अ + क् + अ
पूरम,1,प + ू + र् + अ + म् + अ
पूरमच्या,1,प + ू + र् + अ + म् + अ + च् + य + ा
पूर्,1,प + ू + र्
पूर्ण,16,प + ू + र् + ण् + अ
पूर्णपणे,8,प + ू + र् + ण् + अ + प् + अ + ण + े
पूर्तता,3,प + ू + र् + त् + अ + त + ा
पूर्व,4,प + ू + र् + व् + अ
पूर्वज,1,प + ू + र् + व् + अ + ज् + अ
पूर्वपश्चिम,1,प + ू + र् + व् + अ + प् + अ + श् + च + ि + म् + अ
पूर्वी,1,प + ू + र् + व + ी
पूर्वीच,1,प + ू + र् + व + ी + च् + अ
पूर्वीचे,1,प + ू + र् + व + ी + च + े
पूर्वीच्या,2,प + ू + र् + व + ी + च् + य + ा
पूल,1,प + ू + ल् + अ
पू्र्ण,1,प + ू् + र् + ण् + अ
पृथ्वीवरूनच,1,प + ृ + थ् + व + ी + व् + अ + र + ू + न् + अ + च् + अ
पॅनकार्ड,1,प + ॅ + न् + अ + क + ा + र् + ड् + अ
पॅसिफिक,4,प + ॅ + स + ि + फ + ि + क् + अ
पेंटॅगॉनने,1,प + े + ं + ट + ॅ + ग + ॉ + न् + अ + न + े
पेक्षा,1,प + े + क् + ष + ा
पेचप्रसंगातून,1,प + े + च् + अ + प् + र् + अ + स + ं + ग + ा + त + ू + न् + अ
पेटला,3,प + े + ट् + अ + ल + ा
पेड्डागेलु,1,प + े + ड् + ड + ा + ग + े + ल + ु
पेनसिल्वानिया,1,प + े + न् + अ + स + ि + ल् + व + ा + न + ि + य + ा
पेपर्स,6,प + े + प् + अ + र् + स् + अ
पेपर्सप्रकरणी,1,प + े + प् + अ + र् + स् + अ + प् + र् + अ + क् + अ + र् + अ + ण + ी
पेपर्सबाबत,1,प + े + प् + अ + र् + स् + अ + ब + ा + ब् + अ + त् + अ
पेपर्समधील,2,प + े + प् + अ + र् + स् + अ + म् + अ + ध + ी + ल् + अ
पेपर्समध्ये,3,प + े + प् + अ + र् + स् + अ + म् + अ + ध् + य + े
पैकी,1,प + ै + क + ी
पैलू,2,प + ै + ल + ू
पैलूकडे,1,प + ै + ल + ू + क् + अ + ड + े
पैशांची,1,प + ै + श + ा + ं + च + ी
पैशांबाबत,1,प + ै + श + ा + ं + ब + ा + ब् + अ + त् + अ
पैशांविरुद्ध,1,प + ै + श + ा + ं + व + ि + र + ु + द् + ध् + अ
पैशाच्या,1,प + ै + श + ा + च् + य + ा
पैशाप्रकरणी,1,प + ै + श + ा + प् + र् + अ + क् + अ + र् + अ + ण + ी
पैशाबाबत,1,प + ै + श + ा + ब + ा + ब् + अ + त् + अ
पैसा,17,प + ै + स + ा
पैसाही,1,प + ै + स + ा + ह + ी
पैसे,9,प + ै + स + े
पैसेही,1,प + ै + स + े + ह + ी
पॉलिस,1,प + ॉ + ल + ि + स् + अ
पॉवर्स,1,प + ॉ + व् + अ + र् + स् + अ
पोकळ,1,प + ो + क् + अ + ळ् + अ
पोचले,1,प + ो + च् + अ + ल + े
पोझिशनिंग,1,प + ो + झ + ि + श् + अ + न + ि + ं + ग् + अ
पोटनिवडणूक,1,प + ो + ट् + अ + न + ि + व् + अ + ड् + अ + ण + ू + क् + अ
पोर्टलचा,1,प + ो + र् + ट् + अ + ल् + अ + च + ा
पोर्टलला,1,प + ो + र् + ट् + अ + ल् + अ + ल + ा
पोलाद,1,प + ो + ल + ा + द् + अ
पोलादाच्या,1,प + ो + ल + ा + द + ा + च् + य + ा
पोलिस,2,प + ो + ल + ि + स् + अ
पोलिसदलाने,1,प + ो + ल + ि + स् + अ + द् + अ + ल + ा + न + े
पोलिसांचा,1,प + ो + ल + ि + स + ा + ं + च + ा
पोलिसांच्या,4,प + ो + ल + ि + स + ा + ं + च् + य + ा
पोलिसांत,2,प + ो + ल + ि + स + ा + ं + त् + अ
पोलिसांनी,19,प + ो + ल + ि + स + ा + ं + न + ी
पोलीस,15,प + ो + ल + ी + स् + अ
पोलीसांनी,5,प + ो + ल + ी + स + ा + ं + न + ी
पोशाखात,1,प + ो + श + ा + ख + ा + त् + अ
पोषक,3,प + ो + ष् + अ + क् + अ
पोस्ट,1,प + ो + स् + ट् + अ
पोहचल,1,प + ो + ह् + अ + च् + अ + ल् + अ
पोहचले,1,प + ो + ह् + अ + च् + अ + ल + े
पोहचलेल्या,1,प + ो + ह् + अ + च् + अ + ल + े + ल् + य + ा
पोहचल्याचे,1,प + ो + ह् + अ + च् + अ + ल् + य + ा + च + े
पोहचवण्याची,1,प + ो + ह् + अ + च् + अ + व् + अ + ण् + य + ा + च + ी
पोहोच,1,प + ो + ह + ो + च् + अ
पोहोचले,1,प + ो + ह + ो + च् + अ + ल + े
पोहोचलेले,1,प + ो + ह + ो + च् + अ + ल + े + ल + े
पोहोचल्य,1,प + ो + ह + ो + च् + अ + ल् + य् + अ
पोहोचल्याचे,1,प + ो + ह + ो + च् + अ + ल् + य + ा + च + े
पोहोचवण्याचे,1,प + ो + ह + ो + च् + अ + व् + अ + ण् + य + ा + च + े
पोहोचवली,1,प + ो + ह + ो + च् + अ + व् + अ + ल + ी
पोहोचवाव्यात,1,प + ो + ह + ो + च् + अ + व + ा + व् + य + ा + त् + अ
पोहोचावयाचे,1,प + ो + ह + ो + च + ा + व् + अ + य + ा + च + े
पोहोचू,1,प + ो + ह + ो + च + ू
पौंड,1,प + ौ + ं + ड् + अ
प्टिकल,1,प् + ट + ि + क् + अ + ल् + अ
प्र,1,प् + र् + अ
प्रकट,1,प् + र् + अ + क् + अ + ट् + अ
प्रकरण,15,प् + र् + अ + क् + अ + र् + अ + ण् + अ
प्रकरणही,1,प् + र् + अ + क् + अ + र् + अ + ण् + अ + ह + ी
प्रकरणांचा,2,प् + र् + अ + क् + अ + र् + अ + ण + ा + ं + च + ा
प्रकरणांमध्ये,1,प् + र् + अ + क् + अ + र् + अ + ण + ा + ं + म् + अ + ध् + य + े
प्रकरणाचा,5,प् + र् + अ + क् + अ + र् + अ + ण + ा + च + ा
प्रकरणाची,4,प् + र् + अ + क् + अ + र् + अ + ण + ा + च + ी
प्रकरणाचे,3,प् + र् + अ + क् + अ + र् + अ + ण + ा + च + े
प्रकरणाच्या,1,प् + र् + अ + क् + अ + र् + अ + ण + ा + च् + य + ा
प्रकरणात,19,प् + र् + अ + क् + अ + र् + अ + ण + ा + त् + अ
प्रकरणातील,3,प् + र् + अ + क् + अ + र् + अ + ण + ा + त + ी + ल् + अ
प्रकरणातून,2,प् + र् + अ + क् + अ + र् + अ + ण + ा + त + ू + न् + अ
प्रकरणानंतर,1,प् + र् + अ + क् + अ + र् + अ + ण + ा + न + ं + त् + अ + र् + अ
प्रकरणाने,1,प् + र् + अ + क् + अ + र् + अ + ण + ा + न + े
प्रकरणामध्ये,1,प् + र् + अ + क् + अ + र् + अ + ण + ा + म् + अ + ध् + य + े
प्रकरणाला,1,प् + र् + अ + क् + अ + र् + अ + ण + ा + ल + ा
प्रकरणावर,1,प् + र् + अ + क् + अ + र् + अ + ण + ा + व् + अ + र् + अ
प्रकरणावरून,1,प् + र् + अ + क् + अ + र् + अ + ण + ा + व् + अ + र + ू + न् + अ
प्रकरणाशी,1,प् + र् + अ + क् + अ + र् + अ + ण + ा + श + ी
प्रकरणी,13,प् + र् + अ + क् + अ + र् + अ + ण + ी
प्रकरणे,1,प् + र् + अ + क् + अ + र् + अ + ण + े
प्रकल्प,3,प् + र् + अ + क् + अ + ल् + प् + अ
प्रकल्पातील,1,प् + र् + अ + क् + अ + ल् + प + ा + त + ी + ल् + अ
प्रकल्पावर,1,प् + र् + अ + क् + अ + ल् + प + ा + व् + अ + र् + अ
प्रकार,13,प् + र् + अ + क + ा + र् + अ
प्रकारचा,1,प् + र् + अ + क + ा + र् + अ + च + ा
प्रकारची,8,प् + र् + अ + क + ा + र् + अ + च + ी
प्रकारचे,1,प् + र् + अ + क + ा + र् + अ + च + े
प्रकाराबाबत,1,प् + र् + अ + क + ा + र + ा + ब + ा + ब् + अ + त् + अ
प्रकारे,3,प् + र् + अ + क + ा + र + े
प्रकाश,6,प् + र् + अ + क + ा + श् + अ
प्रकाशकांनी,1,प् + र् + अ + क + ा + श् + अ + क + ा + ं + न + ी
प्रकाशझोत,2,प् + र् + अ + क + ा + श् + अ + झ + ो + त् + अ
प्रकाशझोतात,1,प् + र् + अ + क + ा + श् + अ + झ + ो + त + ा + त् + अ
प्रकाशन,1,प् + र् + अ + क + ा + श् + अ + न् + अ
प्रकाशनप्रसंगी,1,प् + र् + अ + क + ा + श् + अ + न् + अ + प् + र् + अ + स + ं + ग + ी
प्रकाशनाच्या,1,प् + र् + अ + क + ा + श् + अ + न + ा + च् + य + ा
प्रकाशनासाठी,1,प् + र् + अ + क + ा + श् + अ + न + ा + स + ा + ठ + ी
प्रकाशने,1,प् + र् + अ + क + ा + श् + अ + न + े
प्रकाशला,1,प् + र् + अ + क + ा + श् + अ + ल + ा
प्रकाशित,5,प् + र् + अ + क + ा + श + ि + त् + अ
प्रकृती,1,प् + र् + अ + क + ृ + त + ी
प्रक्रिया,4,प् + र् + अ + क् + र + ि + य + ा
प्रक्रियेत,2,प् + र् + अ + क् + र + ि + य + े + त् + अ
प्रक्षोभक,2,प् + र् + अ + क् + ष + ो + भ् + अ + क् + अ
प्रख्यात,2,प् + र् + अ + ख् + य + ा + त् + अ
प्रगत,1,प् + र् + अ + ग् + अ + त् + अ
प्रगती,6,प् + र् + अ + ग् + अ + त + ी
प्रगतीचे,2,प् + र् + अ + ग् + अ + त + ी + च + े
प्रगतीशील,1,प् + र् + अ + ग् + अ + त + ी + श + ी + ल् + अ
प्रचंड,5,प् + र् + अ + च + ं + ड् + अ
प्रचार,2,प् + र् + अ + च + ा + र् + अ
प्रचारप्रमुखपद,1,प् + र् + अ + च + ा + र् + अ + प् + र् + अ + म + ु + ख् + अ + प् + अ + द् + अ
प्रचारसभा,4,प् + र् + अ + च + ा + र् + अ + स् + अ + भ + ा
प्रचारसभेत,6,प् + र् + अ + च + ा + र् + अ + स् + अ + भ + े + त् + अ
प्रचाराचा,2,प् + र् + अ + च + ा + र + ा + च + ा
प्रचाराची,3,प् + र् + अ + च + ा + र + ा + च + ी
प्रचाराच्या,1,प् + र् + अ + च + ा + र + ा + च् + य + ा
प्रचारादरम्यान,2,प् + र् + अ + च + ा + र + ा + द् + अ + र् + अ + म् + य + ा + न् + अ
प्रचाराला,1,प् + र् + अ + च + ा + र + ा + ल + ा
प्रचारासाठी,3,प् + र् + अ + च + ा + र + ा + स + ा + ठ + ी
प्रजासत्ताकाशी,2,प् + र् + अ + ज + ा + स् + अ + त् + त + ा + क + ा + श + ी
प्रणब,4,प् + र् + अ + ण् + अ + ब् + अ
प्रणालीतील,1,प् + र् + अ + ण + ा + ल + ी + त + ी + ल् + अ
प्रणित,1,प् + र् + अ + ण + ि + त् + अ
प्रणीत,1,प् + र् + अ + ण + ी + त् + अ
प्रणेते,1,प् + र् + अ + ण + े + त + े
प्रतिक्रिय,1,प् + र् + अ + त + ि + क् + र + ि + य् + अ
प्रतिक्रिया,3,प् + र् + अ + त + ि + क् + र + ि + य + ा
प्रतिघोषणाबाजी,1,प् + र् + अ + त + ि + घ + ो + ष् + अ + ण + ा + ब + ा + ज + ी
प्रतिज्ञापत्र,1,प् + र् + अ + त + ि + ज् + ञ + ा + प् + अ + त् + र् + अ
प्रतिज्ञापत्राद्वारे,1,प् + र् + अ + त + ि + ज् + ञ + ा + प् + अ + त् + र + ा + द् + व + ा + र + े
प्रतिनिधित्व,1,प् + र् + अ + त + ि + न + ि + ध + ि + त् + व् + अ
प्रतिनिधी,7,प् + र् + अ + त + ि + न + ि + ध + ी
प्रतिनिधींची,1,प् + र् + अ + त + ि + न + ि + ध + ी + ं + च + ी
प्रतिनिधींपुढे,1,प् + र् + अ + त + ि + न + ि + ध + ी + ं + प + ु + ढ + े
प्रतिपदा,1,प् + र् + अ + त + ि + प् + अ + द + ा
प्रतिपादन,6,प् + र् + अ + त + ि + प + ा + द् + अ + न् + अ
प्रतिबिंब,1,प् + र् + अ + त + ि + ब + ि + ं + ब् + अ
प्रतिमा,4,प् + र् + अ + त + ि + म + ा
प्रतिमेला,3,प् + र् + अ + त + ि + म + े + ल + ा
प्रतिमेवर,1,प् + र् + अ + त + ि + म + े + व् + अ + र् + अ
प्रतिवादी,1,प् + र् + अ + त + ि + व + ा + द + ी
प्रतिष्ठा,1,प् + र् + अ + त + ि + ष् + ठ + ा
प्रतिष्ठित,1,प् + र् + अ + त + ि + ष् + ठ + ि + त् + अ
प्रतिसाद,8,प् + र् + अ + त + ि + स + ा + द् + अ
प्रतीकात्मक,1,प् + र् + अ + त + ी + क + ा + त् + म् + अ + क् + अ
प्रतीक्षा,2,प् + र् + अ + त + ी + क् + ष + ा
प्रतीत,1,प् + र् + अ + त + ी + त् + अ
प्रतीनुसा,1,प् + र् + अ + त + ी + न + ु + स + ा
प्रतीही,1,प् + र् + अ + त + ी + ह + ी
प्रत्यक्ष,5,प् + र् + अ + त् + य् + अ + क् + ष् + अ
प्रत्यक्षदर्शांच्या,1,प् + र् + अ + त् + य् + अ + क् + ष् + अ + द् + अ + र् + श + ा + ं + च् + य + ा
प्रत्यक्षदर्शींनी,3,प् + र् + अ + त् + य् + अ + क् + ष् + अ + द् + अ + र् + श + ी + ं + न + ी
प्रत्यक्षदर्शीनी,1,प् + र् + अ + त् + य् + अ + क् + ष् + अ + द् + अ + र् + श + ी + न + ी
प्रत्यक्षात,7,प् + र् + अ + त् + य् + अ + क् + ष + ा + त् + अ
प्रत्युत्तर,8,प् + र् + अ + त् + य + ु + त् + त् + अ + र् + अ
प्रत्येक,7,प् + र् + अ + त् + य + े + क् + अ
प्रत्येकाच्या,1,प् + र् + अ + त् + य + े + क + ा + च् + य + ा
प्रत्येकाने,1,प् + र् + अ + त् + य + े + क + ा + न + े
प्रत्येकाला,2,प् + र् + अ + त् + य + े + क + ा + ल + ा
प्रत्येकाशी,1,प् + र् + अ + त् + य + े + क + ा + श + ी
प्रथम,4,प् + र् + अ + थ् + अ + म् + अ
प्रथमच,4,प् + र् + अ + थ् + अ + म् + अ + च् + अ
प्रथांनाही,1,प् + र् + अ + थ + ा + ं + न + ा + ह + ी
प्रथितयश,1,प् + र् + अ + थ + ि + त् + अ + य् + अ + श् + अ
प्रदीर्घ,1,प् + र् + अ + द + ी + र् + घ् + अ
प्रदे,1,प् + र् + अ + द + े
प्रदेश,4,प् + र् + अ + द + े + श् + अ
प्रदेशचा,2,प् + र् + अ + द + े + श् + अ + च + ा
प्रदेशचाही,1,प् + र् + अ + द + े + श् + अ + च + ा + ह + ी
प्रदेशची,1,प् + र् + अ + द + े + श् + अ + च + ी
प्रदेशचे,3,प् + र् + अ + द + े + श् + अ + च + े
प्रदेशच्या,2,प् + र् + अ + द + े + श् + अ + च् + य + ा
प्रदेशमध्ये,3,प् + र् + अ + द + े + श् + अ + म् + अ + ध् + य + े
प्रदेशांकडून,1,प् + र् + अ + द + े + श + ा + ं + क् + अ + ड + ू + न् + अ
प्रदेशांमध्ये,1,प् + र् + अ + द + े + श + ा + ं + म् + अ + ध् + य + े
प्रदेशात,4,प् + र् + अ + द + े + श + ा + त् + अ
प्रदेशातील,3,प् + र् + अ + द + े + श + ा + त + ी + ल् + अ
